origin,destination,count
ABE,ATL,13
ABE,CLE,1
ABE,CLT,2
ABE,DTW,6
ABE,IAD,2
ABE,ORD,8
ABE,PHL,3
ABI,DFW,314
ABQ,ALM,4
ABQ,ATL,77
ABQ,AUS,3
ABQ,BOS,2
ABQ,BWI,32
ABQ,CNM,2
ABQ,CVN,10
ABQ,DAL,22
ABQ,DCA,5
ABQ,DEN,65
ABQ,DFW,315
ABQ,ELP,22
ABQ,FAT,1
ABQ,HOB,2
ABQ,HOU,1
ABQ,IAD,23
ABQ,IAH,9
ABQ,LAS,25
ABQ,LAX,34
ABQ,LBB,2
ABQ,MCI,2
ABQ,MDW,4
ABQ,MSP,1
ABQ,OAK,14
ABQ,ORD,26
ABQ,PDX,2
ABQ,PHX,40
ABQ,RIC,3
ABQ,SAN,45
ABQ,SAT,6
ABQ,SEA,32
ABQ,SFO,6
ABQ,SLC,23
ABQ,SMF,2
ABQ,SNA,1
ABQ,STL,1
ABQ,TUS,30
ABR,MSP,1
ABY,ATL,131
ACK,EWB,1
ACT,DFW,30
ACT,IAH,4
ACV,SFO,1
ACY,ATL,7
ACY,TPA,1
ADK,ANC,2
ADQ,ANC,22
AEX,ATL,188
AEX,DFW,138
AEX,IAH,32
AGS,ATL,261
AGS,CLT,112
AGS,DFW,69
AHN,ATL,1
AKN,ANC,3
AKN,KCL,1
ALB,ART,31
ALB,ATL,74
ALB,BOS,1
ALB,BWI,72
ALB,CLE,10
ALB,CLT,48
ALB,DCA,17
ALB,DTW,33
ALB,EWR,9
ALB,FLL,2
ALB,IAD,98
ALB,LAS,10
ALB,LGA,1
ALB,MCO,1
ALB,MDW,3
ALB,MSP,3
ALB,MSS,1
ALB,OGS,1
ALB,ORD,85
ALB,ORF,3
ALB,PHL,14
ALB,SAN,2
ALB,SEA,3
ALM,ABQ,1
ALO,MSP,7
ALS,DEN,3
ALW,SEA,8
AMA,DAL,22
AMA,DEN,3
AMA,DFW,36
AMA,IAH,3
AMA,LAS,10
ANC,ADK,2
ANC,ADQ,21
ANC,AKN,3
ANC,ATL,1
ANC,BET,4
ANC,CDV,1
ANC,DEN,2
ANC,DFW,18
ANC,EWR,2
ANC,FAI,94
ANC,HNL,20
ANC,HOM,2
ANC,IAH,7
ANC,JNU,4
ANC,KTN,1
ANC,LAX,4
ANC,MSP,78
ANC,OME,3
ANC,ORD,7
ANC,OTZ,5
ANC,PDX,3
ANC,PHX,8
ANC,SEA,185
ANC,SLC,20
ANC,YAK,1
AOO,IAD,1
AOO,JST,2
APN,DTW,11
ART,ALB,14
ART,ORD,1
ASE,DEN,2
ATL,ABE,18
ATL,ABQ,79
ATL,ABY,123
ATL,ACY,6
ATL,AEX,187
ATL,AGS,293
ATL,AHN,4
ATL,ALB,39
ATL,ATW,12
ATL,AUS,59
ATL,AVL,13
ATL,AVP,20
ATL,BDL,87
ATL,BHM,112
ATL,BMI,21
ATL,BNA,280
ATL,BOS,235
ATL,BQK,14
ATL,BTR,22
ATL,BTV,1
ATL,BUF,42
ATL,BWI,623
ATL,CAE,687
ATL,CAK,36
ATL,CHA,32
ATL,CHO,32
ATL,CHS,203
ATL,CID,6
ATL,CLE,50
ATL,CLT,97
ATL,CMH,89
ATL,COS,153
ATL,CRW,59
ATL,CSG,564
ATL,CVG,80
ATL,DAB,12
ATL,DAY,216
ATL,DCA,1346
ATL,DEN,216
ATL,DFW,677
ATL,DHN,292
ATL,DSM,29
ATL,DTW,263
ATL,ELP,293
ATL,EVV,12
ATL,EWN,98
ATL,EWR,198
ATL,EYW,60
ATL,FAY,1022
ATL,FLL,69
ATL,FNT,33
ATL,FSD,1
ATL,FWA,15
ATL,GNV,14
ATL,GPT,352
ATL,GRK,197
ATL,GRR,19
ATL,GSO,33
ATL,GSP,57
ATL,GTR,39
ATL,HNL,418
ATL,HOU,56
ATL,HPN,10
ATL,HSV,529
ATL,IAD,469
ATL,IAH,105
ATL,ICT,40
ATL,ILM,39
ATL,IND,209
ATL,JAN,155
ATL,JAX,604
ATL,JFK,69
ATL,LAS,257
ATL,LAW,1
ATL,LAX,346
ATL,LEX,33
ATL,LFT,5
ATL,LGA,88
ATL,LIT,248
ATL,LWB,1
ATL,MCI,254
ATL,MCN,39
ATL,MCO,399
ATL,MDT,127
ATL,MDW,21
ATL,MEI,34
ATL,MEM,186
ATL,MFE,7
ATL,MGM,401
ATL,MHT,23
ATL,MIA,165
ATL,MKE,55
ATL,MLB,75
ATL,MLI,123
ATL,MLU,3
ATL,MOB,98
ATL,MSN,22
ATL,MSP,331
ATL,MSY,191
ATL,MYR,24
ATL,OAJ,327
ATL,OKC,212
ATL,OMA,131
ATL,ONT,62
ATL,ORD,334
ATL,ORF,1383
ATL,PBI,76
ATL,PDX,63
ATL,PFN,17
ATL,PHF,600
ATL,PHL,491
ATL,PHX,167
ATL,PIT,139
ATL,PNS,543
ATL,PRG,3
ATL,PVD,78
ATL,PWM,50
ATL,RDU,310
ATL,RIC,320
ATL,ROA,32
ATL,ROC,26
ATL,RSW,18
ATL,SAN,874
ATL,SAT,729
ATL,SAV,604
ATL,SBN,18
ATL,SDF,225
ATL,SEA,664
ATL,SFO,77
ATL,SGF,41
ATL,SHV,170
ATL,SJC,12
ATL,SJU,146
ATL,SLC,574
ATL,SMF,54
ATL,SNA,25
ATL,SRQ,25
ATL,STL,442
ATL,STT,5
ATL,SWF,39
ATL,SYR,130
ATL,TLH,37
ATL,TPA,396
ATL,TRI,18
ATL,TUL,21
ATL,TUS,294
ATL,TYS,60
ATL,VLD,106
ATL,VPS,769
ATL,XNA,7
ATW,ATL,18
ATW,DTW,4
ATW,MKE,3
ATW,MSP,1
ATW,ORD,15
ATY,MSP,1
AUG,BOS,3
AUH,JFK,13
AUS,ATL,46
AUS,BNA,10
AUS,BOS,1
AUS,BWI,55
AUS,CLT,4
AUS,DAL,25
AUS,DCA,5
AUS,DEN,16
AUS,DFW,158
AUS,DTW,9
AUS,ELP,37
AUS,EWR,2
AUS,HOU,13
AUS,IAD,11
AUS,IAH,7
AUS,JFK,5
AUS,LAS,11
AUS,LAX,17
AUS,LGA,1
AUS,MCI,1
AUS,MCO,3
AUS,MDW,2
AUS,MEM,13
AUS,MSP,1
AUS,OAK,5
AUS,ONT,1
AUS,ORD,34
AUS,PHX,13
AUS,RIC,1
AUS,SAN,23
AUS,SEA,13
AUS,SFO,1
AUS,SJC,16
AUS,SLC,5
AUS,STL,7
AVL,ATL,10
AVL,CLT,6
AVL,DTW,1
AVL,ORD,1
AVP,ATL,8
AVP,CLT,8
AVP,CVG,1
AVP,DTW,27
AVP,EWR,4
AVP,ORD,13
AVP,PHL,25
AZO,DTW,30
AZO,MSP,3
AZO,ORD,55
BDL,ATL,152
BDL,BNA,1
BDL,BWI,62
BDL,CLE,1
BDL,CLT,55
BDL,CVG,5
BDL,DCA,41
BDL,DEN,2
BDL,DFW,58
BDL,DTW,19
BDL,IAD,102
BDL,JFK,3
BDL,LAS,4
BDL,LGA,1
BDL,MCO,9
BDL,MDW,2
BDL,MIA,4
BDL,MSP,11
BDL,ORD,164
BDL,PHL,65
BDL,PIT,7
BDL,RDU,3
BDL,SJU,1
BDL,STL,14
BDL,TPA,2
BET,ANC,4
BFD,CLE,1
BFD,JHW,1
BFF,DEN,1
BFI,CLM,1
BFL,DEN,3
BFL,LAX,1
BFL,PHX,8
BFL,SFO,1
BGM,DTW,1
BGM,IAD,18
BGM,PHL,6
BGR,DCA,1
BGR,DTW,15
BGR,LGA,9
BGR,PHL,9
BHB,BOS,3
BHM,ATL,112
BHM,BNA,8
BHM,BWI,51
BHM,CLT,54
BHM,DAL,3
BHM,DEN,7
BHM,DFW,37
BHM,DTW,30
BHM,HOU,2
BHM,IAH,12
BHM,JAX,6
BHM,LAS,3
BHM,LGA,4
BHM,MCO,1
BHM,MDW,7
BHM,MEM,18
BHM,MIA,2
BHM,MSP,2
BHM,MSY,9
BHM,ORD,10
BHM,PBI,1
BHM,PHL,6
BHM,PHX,3
BHM,SDF,15
BHM,STL,7
BHM,TPA,5
BIL,DEN,19
BIL,GGW,2
BIL,HVR,1
BIL,MSP,4
BIL,OLF,1
BIL,SEA,11
BIL,SLC,5
BIS,DEN,11
BIS,MSP,53
BIS,ORD,2
BJI,MSP,17
BLI,HNL,2
BLI,SEA,17
BMI,ATL,18
BMI,MCO,1
BMI,ORD,9
BNA,ATL,173
BNA,AUS,9
BNA,BDL,5
BNA,BHM,3
BNA,BOS,3
BNA,BWI,160
BNA,CHS,4
BNA,CLE,12
BNA,CLT,113
BNA,CMH,10
BNA,CVG,9
BNA,DCA,121
BNA,DEN,52
BNA,DFW,141
BNA,DTW,20
BNA,EWR,7
BNA,FLL,14
BNA,GSP,2
BNA,HOU,39
BNA,IAD,59
BNA,IAH,15
BNA,JAX,34
BNA,JFK,10
BNA,LAS,38
BNA,LAX,15
BNA,LGA,12
BNA,MCI,34
BNA,MCO,13
BNA,MDW,66
BNA,MEM,19
BNA,MIA,12
BNA,MSP,14
BNA,MSY,10
BNA,OMA,1
BNA,ONT,6
BNA,ORD,73
BNA,ORF,68
BNA,PBI,1
BNA,PHL,57
BNA,PHX,39
BNA,PVD,9
BNA,RDU,104
BNA,RIC,1
BNA,SAN,25
BNA,SAT,152
BNA,SEA,34
BNA,SLC,8
BNA,SMF,3
BNA,STL,35
BNA,TPA,68
BOI,BNA,1
BOI,DEN,57
BOI,GEG,32
BOI,LAS,57
BOI,LAX,4
BOI,LWS,2
BOI,MSP,28
BOI,OAK,7
BOI,ONT,3
BOI,ORD,51
BOI,PDX,8
BOI,PHX,29
BOI,RNO,3
BOI,SAN,1
BOI,SEA,98
BOI,SFO,17
BOI,SJC,1
BOI,SLC,105
BOI,SMF,2
BOI,STL,1
BOS,ATL,270
BOS,AUG,5
BOS,AUS,2
BOS,BHB,2
BOS,BNA,3
BOS,BUF,10
BOS,BWI,186
BOS,CAK,1
BOS,CLE,4
BOS,CLT,135
BOS,CMH,12
BOS,CVG,11
BOS,DCA,437
BOS,DEN,59
BOS,DFW,204
BOS,DTW,33
BOS,EWR,16
BOS,FLL,2
BOS,HNL,2
BOS,HYA,3
BOS,IAD,107
BOS,IAH,1
BOS,IND,13
BOS,JAX,17
BOS,JFK,56
BOS,LAS,2
BOS,LAX,39
BOS,LEB,4
BOS,LGA,75
BOS,MCI,5
BOS,MCO,22
BOS,MDT,1
BOS,MDW,4
BOS,MEM,15
BOS,MIA,11
BOS,MKE,2
BOS,MSP,26
BOS,MSY,4
BOS,ORD,209
BOS,ORF,41
BOS,PDX,3
BOS,PHF,56
BOS,PHL,143
BOS,PHX,12
BOS,PIT,14
BOS,PQI,7
BOS,PVC,1
BOS,RDU,26
BOS,RIC,44
BOS,RUT,1
BOS,SAN,58
BOS,SEA,41
BOS,SFO,20
BOS,SJC,1
BOS,SJU,3
BOS,SLC,10
BOS,STL,33
BOS,SYR,15
BOS,TPA,13
BPT,IAH,15
BQK,ATL,11
BQN,EWR,2
BRD,MSP,18
BRO,DFW,5
BRO,IAH,4
BTI,SCC,1
BTM,SLC,7
BTR,ATL,19
BTR,CLT,1
BTR,DFW,26
BTR,IAH,2
BTR,MEM,5
BTV,DCA,17
BTV,DTW,57
BTV,EWR,3
BTV,IAD,12
BTV,JFK,13
BTV,LGA,1
BTV,ORD,27
BTV,PHL,36
BUF,ATL,91
BUF,BOS,13
BUF,BWI,30
BUF,CLT,18
BUF,DCA,8
BUF,DTW,10
BUF,EWR,15
BUF,IAD,83
BUF,JFK,22
BUF,LAS,6
BUF,LGA,4
BUF,MCO,2
BUF,MDW,10
BUF,ORD,106
BUF,PHL,28
BUF,PHX,1
BUR,DEN,7
BUR,DFW,46
BUR,IND,1
BUR,LAS,22
BUR,OAK,13
BUR,OMA,1
BUR,PDX,5
BUR,PHX,21
BUR,SDF,1
BUR,SEA,7
BUR,SFO,3
BUR,SJC,5
BUR,SLC,27
BUR,SMF,31
BWI,ABQ,25
BWI,ALB,83
BWI,ATL,576
BWI,AUS,56
BWI,BDL,55
BWI,BHM,47
BWI,BNA,164
BWI,BOS,182
BWI,BUF,30
BWI,CHS,25
BWI,CLE,48
BWI,CLT,336
BWI,CMH,215
BWI,CVG,7
BWI,DAL,2
BWI,DAY,67
BWI,DEN,219
BWI,DFW,453
BWI,DTW,170
BWI,ELP,2
BWI,EWR,65
BWI,FLL,12
BWI,GRR,4
BWI,GSP,2
BWI,HGR,10
BWI,HOU,56
BWI,HSV,54
BWI,IAH,21
BWI,IND,62
BWI,ISP,49
BWI,JAN,22
BWI,JAX,130
BWI,JFK,36
BWI,LAS,109
BWI,LAX,74
BWI,LGA,12
BWI,LIT,54
BWI,LNS,3
BWI,MCI,52
BWI,MCO,90
BWI,MDW,43
BWI,MEM,41
BWI,MHT,120
BWI,MIA,49
BWI,MKE,46
BWI,MLI,1
BWI,MSP,112
BWI,MSY,59
BWI,OAK,4
BWI,OKC,22
BWI,OMA,4
BWI,ONT,3
BWI,ORD,252
BWI,ORF,380
BWI,PBI,39
BWI,PHL,84
BWI,PHX,111
BWI,PIT,17
BWI,PVD,520
BWI,PWM,18
BWI,RDU,109
BWI,RNO,9
BWI,ROC,7
BWI,RSW,3
BWI,SAN,296
BWI,SAT,417
BWI,SDF,150
BWI,SEA,67
BWI,SFO,36
BWI,SJC,8
BWI,SJU,8
BWI,SLC,162
BWI,STL,229
BWI,TPA,201
BZN,DEN,2
BZN,MSP,4
BZN,SEA,1
BZN,SLC,4
CAE,ATL,504
CAE,CLT,155
CAE,CVG,2
CAE,DCA,49
CAE,DFW,132
CAE,DTW,44
CAE,IAD,142
CAE,IAH,7
CAE,LGA,2
CAE,ORD,51
CAE,PHL,36
CAK,ATL,22
CAK,CLT,5
CAK,DCA,1
CAK,DTW,3
CAK,MCO,2
CAK,ORD,1
CAK,PHL,2
CDC,SLC,9
CDV,ANC,1
CEC,SFO,1
CGI,STL,1
CHA,ATL,25
CHA,CLT,6
CHA,DFW,1
CHA,ORD,6
CHO,ATL,27
CHO,CLT,18
CHO,IAD,31
CHO,LGA,1
CHO,ORD,3
CHO,PHL,1
CHS,ATL,225
CHS,BNA,4
CHS,BWI,28
CHS,CLT,211
CHS,DCA,116
CHS,DFW,142
CHS,DTW,19
CHS,EWR,6
CHS,HOU,4
CHS,IAD,113
CHS,IAH,11
CHS,LGA,8
CHS,MDW,6
CHS,MIA,14
CHS,ORD,38
CHS,PHL,39
CHS,PVD,1
CIC,SFO,2
CID,ATL,2
CID,DEN,3
CID,DFW,7
CID,DTW,11
CID,MSP,6
CID,ORD,48
CIU,DTW,4
CKB,IAD,15
CKB,MGW,11
CLD,LAX,72
CLE,ALB,11
CLE,ATL,41
CLE,BFD,4
CLE,BNA,1
CLE,BOS,3
CLE,BTV,1
CLE,BUF,1
CLE,BWI,64
CLE,CLT,15
CLE,CMH,7
CLE,CVG,1
CLE,DAY,2
CLE,DCA,33
CLE,DEN,7
CLE,DFW,24
CLE,DTW,10
CLE,ERI,8
CLE,EWR,14
CLE,FKL,1
CLE,GRB,3
CLE,HNL,1
CLE,IAD,22
CLE,IAH,14
CLE,IND,9
CLE,JFK,6
CLE,JHW,4
CLE,LAS,7
CLE,LAX,7
CLE,LGA,2
CLE,MCI,7
CLE,MCO,1
CLE,MDT,4
CLE,MDW,14
CLE,MEM,3
CLE,MHT,6
CLE,MIA,1
CLE,MKE,11
CLE,MSP,10
CLE,MSY,1
CLE,ORD,62
CLE,ORF,4
CLE,PDX,1
CLE,PHL,31
CLE,PHX,1
CLE,PIT,1
CLE,PKB,1
CLE,PVD,8
CLE,PWM,1
CLE,RDU,3
CLE,RIC,8
CLE,ROC,1
CLE,SBN,1
CLE,SDF,26
CLE,SEA,11
CLE,SFO,1
CLE,STL,6
CLE,SYR,7
CLE,TPA,3
CLL,DFW,21
CLL,IAH,3
CLT,AGS,120
CLT,ALB,14
CLT,ATL,106
CLT,AUS,10
CLT,AVL,8
CLT,AVP,9
CLT,BDL,25
CLT,BHM,55
CLT,BNA,123
CLT,BOS,47
CLT,BTR,1
CLT,BUF,7
CLT,BWI,377
CLT,CAE,191
CLT,CAK,5
CLT,CHA,4
CLT,CHO,20
CLT,CHS,188
CLT,CLE,12
CLT,CMH,8
CLT,CRW,12
CLT,CVG,9
CLT,DAB,6
CLT,DAY,45
CLT,DCA,388
CLT,DEN,39
CLT,DFW,163
CLT,DTW,15
CLT,EWN,183
CLT,EWR,58
CLT,FAY,463
CLT,FLL,32
CLT,FLO,16
CLT,GNV,8
CLT,GPT,157
CLT,GSO,6
CLT,GSP,17
CLT,HHH,9
CLT,HPN,1
CLT,HSV,239
CLT,HTS,7
CLT,IAD,105
CLT,IAH,24
CLT,ILM,33
CLT,IND,62
CLT,JAN,27
CLT,JAX,126
CLT,JFK,8
CLT,LAS,59
CLT,LAX,42
CLT,LEX,19
CLT,LGA,24
CLT,LIT,30
CLT,LYH,11
CLT,MCI,107
CLT,MCO,80
CLT,MDT,29
CLT,MEM,87
CLT,MGM,42
CLT,MHT,3
CLT,MIA,33
CLT,MKE,11
CLT,MLB,14
CLT,MOB,17
CLT,MSP,25
CLT,MSY,113
CLT,MYR,7
CLT,OAJ,584
CLT,ORD,94
CLT,ORF,510
CLT,PBI,14
CLT,PGV,14
CLT,PHF,221
CLT,PHL,223
CLT,PHX,343
CLT,PIT,8
CLT,PNS,136
CLT,PVD,73
CLT,PWM,3
CLT,RDU,89
CLT,RIC,161
CLT,ROA,9
CLT,ROC,2
CLT,RSW,6
CLT,SAN,94
CLT,SAT,117
CLT,SAV,237
CLT,SDF,134
CLT,SEA,87
CLT,SFO,15
CLT,SJU,29
CLT,SMF,1
CLT,SRQ,1
CLT,STL,161
CLT,STT,1
CLT,SYR,10
CLT,TLH,19
CLT,TPA,174
CLT,TRI,3
CLT,TYS,19
CLT,VPS,181
CMH,ATL,80
CMH,BNA,10
CMH,BOS,7
CMH,BWI,214
CMH,CLE,9
CMH,CLT,18
CMH,DCA,46
CMH,DEN,20
CMH,DFW,81
CMH,DTW,10
CMH,EWR,6
CMH,IAD,57
CMH,IAH,5
CMH,JFK,5
CMH,LAS,1
CMH,LGA,6
CMH,MCI,3
CMH,MCO,7
CMH,MDW,10
CMH,MEM,23
CMH,MIA,1
CMH,MKE,1
CMH,MSP,7
CMH,ONT,1
CMH,ORD,133
CMH,PDX,1
CMH,PHL,33
CMH,PHX,9
CMH,RDU,1
CMH,RIC,2
CMH,STL,21
CMH,TPA,15
CMI,DFW,1
CMI,ORD,42
CMX,MSP,2
CMX,ORD,2
CNY,DEN,1
COD,SLC,1
COS,ATL,136
COS,DEN,349
COS,DFW,436
COS,IAD,42
COS,IAH,7
COS,LAX,62
COS,MSP,18
COS,ORD,128
COS,SAT,10
COS,SFO,25
COS,SLC,61
COU,MEM,15
CPR,DEN,3
CPR,SLC,2
CRP,DAL,1
CRP,DFW,237
CRP,HOU,38
CRP,IAH,58
CRP,MCI,3
CRP,OKC,1
CRW,ATL,49
CRW,CLT,12
CRW,CVG,4
CRW,DCA,9
CRW,DTW,19
CRW,IAD,20
CRW,ORD,9
CSG,ATL,644
CSG,DFW,123
